1,0,0,0,0010,1010
2,0,1,0,1000,0110
3,0,1,1,1000,0100
4,0,0,0,0010,0110
5,0,0,0,0100,1010
6,0,1,1,1000,1010
7,0,0,1,0001,1001
8,0,0,1,1000,0011
9,0,1,0,0100,1101
10,0,1,1,0100,0000
11,0,1,0,0100,1010
12,0,1,0,0010,0110
13,0,0,0,0010,0101
14,0,1,0,0010,1000
15,0,0,1,0010,1100
16,0,0,1,0100,1011
17,0,1,0,1000,1110
18,0,0,0,0100,1001
19,0,1,0,0010,0001
20,0,0,0,0010,0110
21,0,0,0,0100,0101
22,0,1,1,1000,0100
23,0,1,1,0100,1000
24,0,0,1,0100,1101
25,0,0,1,0100,1000
26,0,0,1,0100,0101
27,0,1,0,0100,0111
28,0,0,1,0010,1010
29,0,0,0,0100,0110
30,0,0,1,0010,0111
31,0,0,1,0010,0001
32,0,1,1,0100,0101
33,0,1,0,0010,1101
34,0,1,1,0100,1010
35,0,0,1,0001,0100
36,0,1,0,0010,1010
37,0,1,0,0100,1000
38,0,0,0,0100,1001
39,0,1,0,0010,1010
40,0,1,1,0001,1100
41,0,1,0,0100,1011
42,0,1,1,0010,1001
43,0,0,0,1000,0100
44,0,0,1,0001,1110
45,0,0,0,0001,1100
46,0,0,0,0100,1100
47,0,0,0,0010,1000
48,0,0,0,0100,0001
49,0,1,0,1000,0001
50,0,1,0,0001,1110
51,0,1,0,1000,0001
52,0,1,1,0010,1010
53,0,1,0,0100,0001
54,0,0,1,0001,1110
55,0,0,0,1000,1001
56,0,0,1,0100,1000
57,0,0,0,0001,0011
58,0,0,1,1000,1110
59,0,1,0,0010,1101
60,0,1,1,0100,0101
61,0,0,0,0010,1100
62,0,1,0,1000,0111
63,0,0,0,0010,0100
64,0,1,0,0100,0000
65,0,0,0,0100,1101
66,0,0,0,1000,0010
67,0,0,1,0100,0011
68,0,0,1,0010,1010
69,0,1,1,0010,1010
70,0,1,0,0100,1000
71,0,0,1,1000,0101
72,0,1,0,0010,0001
73,0,0,0,0100,0110
74,0,1,0,0010,1011
75,0,1,0,1000,0010
76,0,0,1,0010,1010
77,0,1,1,0100,0000
78,0,1,1,0010,0011
79,0,0,0,0001,0100
80,0,0,0,0001,1011
81,0,0,1,0100,1111
82,0,0,1,0100,1000
83,0,0,1,0001,1100
84,0,0,1,0100,0110
85,0,0,0,1000,0111
86,0,1,0,1000,1001
87,0,1,1,0010,1101
88,0,0,0,0010,1110
89,0,1,0,0010,0001
90,0,1,1,0100,1111
91,0,0,0,1000,1100
92,0,1,0,1000,0010
93,0,0,1,0100,0010
94,0,1,1,0010,0111
95,0,0,1,0001,1101
96,0,1,1,0001,0011
97,0,0,1,0010,0110
98,0,0,1,1000,1001
99,0,0,0,0100,0101
100,0,1,1,0100,1110
101,0,0,1,0010,0011
102,0,0,0,0010,0000
103,0,1,1,0010,0010
104,0,0,1,0010,1101
105,0,1,0,1000,0001
106,0,0,1,0010,1001
107,0,1,0,0100,0010
108,0,0,1,0010,0010
109,0,0,1,0010,1001
110,0,1,1,1000,0101
111,0,1,0,0010,1011
112,0,1,1,0010,0110
113,0,1,0,0001,1111
114,0,1,1,0100,1010
115,0,0,1,0010,0001
116,0,1,1,0100,0110
117,0,1,1,0001,1101
118,0,1,1,0100,1110
119,0,1,0,0001,1011
120,0,1,1,0010,1011
121,0,0,1,0010,0010
122,0,1,1,0010,0100
123,0,0,1,0100,1011
124,0,0,0,0010,1101
125,0,0,1,0010,0111
126,0,0,1,0100,0011
127,0,0,0,0010,1001
128,0,0,0,1000,0101
129,0,1,0,0001,1001
130,0,0,1,0100,1101
131,0,1,0,1000,0011
132,0,0,1,0010,1010
133,0,1,0,1000,0011
134,0,1,1,0010,1011
135,0,1,1,0100,1010
136,0,0,0,0010,1111
137,0,1,1,0010,1100
138,0,1,0,0010,1000
139,0,0,0,0100,0110
140,0,1,1,0100,0110
141,0,0,1,0010,0001
142,0,0,1,0010,0110
143,0,1,1,0001,0001
144,0,0,0,0010,1000
145,0,1,0,0010,1000
146,0,0,1,0001,1101
147,0,1,0,0100,0110
148,0,0,1,0010,0100
149,0,0,0,0010,1110
150,0,1,1,0001,1101
151,0,0,0,0010,0101
152,0,0,0,0010,1100
153,0,1,0,0010,1011
154,0,1,1,1000,0010
155,0,1,1,0001,1110
156,0,1,0,0100,0100
157,0,1,1,0100,0001
158,0,0,0,0010,0011
159,0,0,0,0010,0100
160,0,0,1,0010,0010
161,0,0,0,0010,0110
162,0,0,1,0001,1001
163,0,1,0,1000,1001
164,0,0,1,0001,0100
165,0,0,1,0001,0100
166,0,0,0,0100,0101
167,0,0,0,0100,1111
168,0,1,1,0001,1001
169,0,0,1,0100,0110
170,0,0,1,0100,0010
171,0,0,0,0010,1011
172,0,0,0,0001,0100
173,0,0,1,0001,1110
174,0,0,0,0100,1001
175,0,1,1,0010,1110
176,0,1,0,0010,0101
177,0,1,1,1000,0001
178,0,1,1,0100,0010
179,0,1,0,0100,1110
180,0,1,0,0100,1011
181,0,1,0,0100,1010
182,0,0,0,0010,1110
183,0,0,0,0010,1100
184,0,1,0,0010,0001
185,0,1,0,0100,1010
186,0,1,0,0010,1000
187,0,1,0,0010,1010
188,0,0,1,0001,0101
189,0,0,0,0100,1110
190,0,0,1,0100,1101
191,0,1,1,0010,1100
192,0,1,1,0100,1001
193,0,1,0,0010,0011
194,0,1,0,0010,0110
195,0,0,0,0010,0101
196,0,0,1,0010,1101
197,0,1,1,0100,1101
198,0,0,1,0100,0111
199,0,1,1,0010,0101
200,0,1,0,0100,1001
201,0,1,0,0001,1010
202,0,0,0,0010,0010
203,0,0,1,0001,0001
204,0,1,0,0100,0011
205,0,1,1,0010,1011
206,0,1,0,0010,1001
207,0,0,1,0001,1010
208,0,1,1,0100,0000
209,0,1,0,0100,0100
210,0,0,1,0010,1101
211,0,1,0,0010,1000
212,0,0,0,0010,0110
213,0,1,1,0010,0011
214,0,0,0,0010,0010
215,0,1,0,0100,1100
216,0,0,1,0100,0110
217,0,0,1,0100,1101
218,0,0,1,0001,0010
219,0,0,1,0010,0010
220,0,0,0,0100,0110
221,0,0,0,0010,0101
222,0,0,1,0001,0100
223,0,1,0,0001,0010
224,0,1,1,0100,0100
225,0,1,1,0100,0010
226,0,1,0,0001,1000
227,0,1,1,1000,1000
228,0,1,1,0001,1100
229,0,1,1,0010,0001
230,0,1,0,0001,1100
231,0,1,0,1000,0101
232,0,1,0,0010,0100
233,0,1,1,0100,0101
234,0,0,1,0100,0011
235,0,0,1,0001,0000
236,0,1,0,1000,1000
237,0,1,1,0010,1101
238,0,1,0,0001,0011
239,0,1,1,0001,0010
240,0,0,1,0100,0110
241,0,1,1,0100,1101
242,0,0,0,0100,1011
243,0,0,0,0010,1010
244,0,1,0,1000,1011
245,0,1,1,1000,1110
246,0,1,1,0001,0010
247,0,0,0,0010,0010
248,0,1,1,0100,1111
249,0,1,1,0100,1101
250,0,1,0,0001,0010
251,0,0,0,0100,0110
252,0,0,0,0100,1100
253,0,1,0,0010,0010
254,0,1,1,0001,0011
255,0,0,0,0010,0010
256,0,0,1,0001,1011
257,0,0,0,1000,1011
258,0,1,1,0010,1000
259,0,0,1,0100,0101
260,0,0,1,0010,0001
261,0,1,0,0100,1100
262,0,0,1,0100,0001
263,0,0,0,1000,1101
264,0,0,0,0010,1001
265,0,0,0,1000,1011
266,0,0,0,0010,0111
267,0,1,1,0100,0111
268,0,0,1,0010,0010
269,0,1,0,0100,1100
270,0,0,0,0100,0111
271,0,1,1,1000,1000
272,0,1,0,0001,0110
273,0,1,0,0010,1011
274,0,0,0,0001,1110
275,0,1,0,0001,1001
276,0,0,0,0100,0101
277,0,0,1,1000,0111
278,0,1,0,0010,1110
279,0,0,0,0010,0000
280,0,0,0,0010,1101
281,0,1,0,0010,0101
282,0,1,0,0100,0111
283,0,0,1,0010,1000
284,0,0,0,0100,0101
285,0,0,0,0001,1011
286,0,1,0,0010,0101
287,0,1,0,1000,1101
288,0,1,0,0010,0010
289,0,0,1,0100,0111
290,0,0,1,1000,0111
291,0,0,1,0100,0011
292,0,1,0,0100,1110
293,0,1,0,0100,1010
294,0,1,1,0100,1111
295,0,0,1,0010,0010
296,0,0,1,1000,0011
297,0,0,0,0010,0100
298,0,0,1,0010,1101
299,0,1,0,0010,1100
300,0,1,1,0100,1010
301,0,0,1,0001,0010
302,0,1,0,0100,1101
303,0,0,0,0010,1110
304,0,0,0,0100,0111
305,0,1,1,0010,1100
306,0,1,1,0001,1111
307,0,1,1,0010,0010
308,0,1,0,0001,1001
309,0,1,1,1000,1010
310,0,1,1,1000,0011
311,0,1,0,0010,1100
312,0,0,1,0001,0100
313,0,1,1,0100,1001
314,0,0,0,0010,1010
315,0,0,0,0100,0101
